Nome Controladora;Código Operadora;Nome Operadora;Nome Garagem;Data Operação;Código Interno Linha;Nome Linha;Código Externo Linha;Num Terminal;Passageiros;Catraca Pendente;KM Percorrido;Inteiras;Valor Inteiras;Quant VT Papel;Valor VT Papel;Gratuidade;Estudantes;Valor Estudantes;VT;Valor VT;VT Integração;Valor VT Integração;Passagens;Valor Passagens;Passagens Integração;Valor Passagens Integração;Viagem Programada;Viagem Realizada;EStudantes Integração;Valor Estudantes Integração;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;80;SANTO ANTONIO DOS PRAZERES / TERMINAL CENTRAL;085;2;536;0;298,15;62;341;0;0;129;36;90;142;731,3;100;0;28;144,2;19;0;0;0;20;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;81;SIM -  VIA CORREDOR DOS ARACAS;086;0;0;0;15,485;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;81;SIM -  VIA CORREDOR DOS ARACAS;086;1;442;0;146,284;50;275;0;0;88;76;190;174;896,1;5;0;48;247,2;1;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;81;SIM -  VIA CORREDOR DOS ARACAS;086;2;151;0;117,071;18;99;0;0;28;7;17,5;38;195,7;38;0;8;41,2;5;0;0;0;9;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;84;COND. PRINCESA DO SERTAO / TERMINAL CENTRAL;096;0;0;0;10,816;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;84;COND. PRINCESA DO SERTAO / TERMINAL CENTRAL;096;1;137;0;26,785;9;49,5;0;0;51;10;25;47;242,05;2;0;18;92,7;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;84;COND. PRINCESA DO SERTAO / TERMINAL CENTRAL;096;2;0;0;11,688;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;238;LEVA E PANHA FEIRA VII - SÃO JOÃO;10000;1;0;0;74,321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;87;AEROPORTO / LAGOA DAS PEDRAS / TERMINAL CENTRAL;101;0;0;0;13,558;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;87;AEROPORTO / LAGOA DAS PEDRAS / TERMINAL CENTRAL;101;1;283;0;78,738;46;253;0;0;56;21;52,5;126;648,9;0;0;34;175,1;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;87;AEROPORTO / LAGOA DAS PEDRAS / TERMINAL CENTRAL;101;2;130;0;70,791;17;93,5;0;0;27;15;37,5;27;139,05;24;0;6;30,9;9;0;0;0;5;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;91;PQ GETULIO VARGAS / TERMINAL CENTRAL;107;0;0;0;12,026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;91;PQ GETULIO VARGAS / TERMINAL CENTRAL;107;1;238;0;83,987;15;82,5;0;0;47;36;90;103;530,45;2;0;35;180,25;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;91;PQ GETULIO VARGAS / TERMINAL CENTRAL;107;2;101;0;59,2;3;16,5;0;0;7;16;40;32;164,8;25;0;6;30,9;8;0;0;0;4;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;282;1º PANHA - SÃO JOÃO;11000;1;0;0;38,388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;286;BRT - VIA GETULIO VARGAS;300;0;0;0;12,777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;286;BRT - VIA GETULIO VARGAS;300;1;740;0;121,166;61;335,5;0;0;114;137;342,5;250;1287,5;53;0;92;473,8;22;0;0;0;11;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;286;BRT - VIA GETULIO VARGAS;300;2;385;0;113,43;15;82,5;0;0;79;25;62,5;54;278,1;127;0;17;87,55;44;0;0;0;24;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;308;ARTÊMIA II - NORTE;302;0;0;0;20,313;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;308;ARTÊMIA II - NORTE;302;1;129;0;115,414;6;33;0;0;11;19;47,5;78;401,7;0;0;26;133,9;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;308;ARTÊMIA II - NORTE;302;2;71;0;119,807;2;11;0;0;10;8;20;15;77,25;10;0;9;46,35;7;0;0;0;10;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;242;MANUTENCAO;999;0;0;0;31,552;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;20;AUTO ONIBUS SAO JOAO LTDA;AV. SUDENE;19/09/2025;242;MANUTENCAO;999;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;21;VIAFEIRA SEDE;OSVALDO CRUZ;19/09/2025;105;TERMINAL CENTRAL - CATRACA;1000;1;1198;0;0;335;1842,5;0;0;276;125;312,5;311;1601,65;0;0;151;777,65;0;0;0;0;0;0;
